公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
451,19840-腾讯影业Android终端开发工程师,3-5年,本科,全职,15k-25k,上市公司,"移动互联网 ,游戏",4162569,安卓,2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['专家', 'iOS', '移动端']",113.9446,22.548341,腾讯科技(深圳)有限公司
141119,高级安卓开发工程师,3-5年,本科,全职,10k-15k,天使轮,"移动互联网,企业服务",4200617,"扁平化管理,晋升空间大,股份期权",少于15人,"['股票期权', '团队旅游', '生日聚会', '零食饮料']",南山区,"['智能硬件', 'Android', 'Java', '架构']",113.939219,22.52393,一间科技（深圳）有限公司
145324,安卓开发,3-5年,大专,全职,10k-16k,未融资,移动互联网,3621807,"团队融洽,发展空间大",50-150人,"['定期体检', '绩效奖金', '带薪年假', '专项奖金']",宝安区,"['Android', 'Java', 'iOS', '移动端', '架构']",0.0,0.0,深圳市智载科技有限责任公司
337010,Android系统开发工程师,3-5年,本科,全职,10k-20k,天使轮,移动互联网 硬件,4239279,"安卓,高薪",50-150人,"['""""']",福田区,"['中级', '系统架构']",114.029642,22.535834,深圳市筑峰科技有限责任公司
119058,Android开发工程师,3-5年,大专,全职,10k-20k,未融资,"移动互联网,电子商务",3533110,"五险,单休",50-150人,"['股票期权', '带薪年假', '绩效奖金']",龙岗区,"['iOS', '移动开发']",0.0,0.0,深圳搜集科技发展有限公司
119058,Android开发工程师,3-5年,大专,全职,10k-20k,未融资,"移动互联网,电子商务",3533110,"五险,单休",50-150人,"['股票期权', '带薪年假', '绩效奖金']",龙岗区,"['iOS', '移动开发']",0.0,0.0,深圳搜集科技发展有限公司
16649,Android开发工程师,3-5年,大专,全职,10k-20k,A轮,电子商务,235829,五险一金 双休 美女多 年度旅游 晋升空间大,150-500人,"['节日礼物', '年度旅游', '岗位晋升', '发展空间大']",福田区,"['C++', 'Java', '移动端', '客户端', '移动开发']",,,深圳前海跨海侠跨境电子商务有限公司
156979,安卓开发工程师,5-10年,本科,全职,15k-21k,上市公司,"移动互联网,社交网络",3526697,"薪资高,空间大",500-2000人,[],龙岗区,"['js', 'Android', 'Java', '后端', '架构', '系统开发']",114.065359,22.658128,深圳市英可瑞科技股份有限公司
142239,【深圳】Android开发工程师,1-3年,不限,全职,10k-15k,不需要融资,移动互联网,3105915,"发展空间大,技术大牛,氛围愉悦,福利满满",150-500人,"['年底双薪', '交通补助', '通讯津贴', '午餐补助']",南山区,"['Java', '移动端', '移动开发']",0.0,0.0,湖南微启通网络科技有限公司
10941,android系统工程师,3-5年,本科,全职,10k-20k,上市公司,移动互联网,4034040,"上市背景,智能家居",2000人以上,"['绩效奖金', '年终分红', '股票期权', '专项奖金']",南山区,"['智能硬件', '底层', 'linux']",113.954321,22.537693,深圳和而泰智能控制股份有限公司
29682,Android开发工程师-互联网事业部-技术部,3-5年,本科,全职,10k-20k,A轮,金融,4195637,"五险一金,绩效奖金,节日福利,员工旅游",2000人以上,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",南山区,['软件开发'],113.993578,22.99368,深圳市人人聚财金融信息服务有限公司
2066,Android 工程师,1-3年,大专,全职,10k-20k,A轮,社交网络,2574495,亿级用户产品+优厚薪资待遇,50-150人,"['绩效奖金', '五险一金', '带薪年假', '节日礼物']",南山区,[],113.92558399,22.52393802,深圳市梦之舵信息技术有限公司
151414,高级安卓开发,3-5年,大专,全职,15k-25k,不需要融资,"金融,移动互联网",4049411,"高级安卓,安卓开发",50-150人,"['股票期权', '专项奖金', '绩效奖金', '带薪年假']",南山区,"['移动互联网', 'Android', 'Java', '移动端']",0.0,0.0,深圳市国智互联网科技有限公司
6718,高级android开发工程师（互联网）,3-5年,本科,全职,22k-30k,不需要融资,"社交网络,生活服务",3736279,用户量大 技术氛围佳 新技术预研,2000人以上,"['发展上升型', '朝阳行业', '创业氛围浓厚', '年终分红']",南山区,['移动端'],113.94225,22.519682,深圳市珍爱网信息技术有限公司
193537,高级Android开发人员,5-10年,本科,全职,20k-25k,不需要融资,"移动互联网,电子商务",4252400,"12天年假,弹性工作",15-50人,[],福田区,"['Java', '架构']",114.05337,22.521824,深圳云轴信息科技有限公司
331128,Android工程师,5-10年,本科,全职,12k-18k,天使轮,"医疗健康,数据服务",4190763,"拓展活动,下午茶,双休,股权激励",15-50人,"['""""']",南山区,[],113.939117,22.522397,深圳健康传奇科技有限公司
25448,高级Android开发工程师,1-3年,本科,全职,20k-25k,B轮,"硬件,移动互联网",2688818,"福利待遇好,发展空间大,公司氛围好",150-500人,"['年终分红', '股票期权', '五险一金', '岗位晋升']",宝安区,"['C++', 'Java', '移动端']",113.886752,22.548805,深圳岚锋创视网络科技有限公司
29929,软件工程师-Android应用,3-5年,本科,全职,11k-20k,未融资,"数据服务,硬件",2699375,五险一金+各类补贴+绩效奖金,2000人以上,"['免费班车', '带薪年假', '行业黑马', '绩效奖金']",南山区,['移动端'],113.934837,22.560367,上海斐讯数据通信技术有限公司
119456,android高级开发工程师,3-5年,本科,全职,10k-20k,A轮,"移动互联网,O2O",4197421,"环境好,成长强,AI企业",50-150人,"['年底双薪', '绩效奖金', '交通补助', '带薪年假']",南山区,"['中级', 'C++', '客户端']",113.993578,22.99368,深圳市云之梦科技有限公司
50818,Android,3-5年,大专,全职,12k-20k,天使轮,"移动互联网,游戏",424055,五险一金；带薪年假；福利卡；创业团队；,15-50人,"['扁平管理', '领导好', '美女多', '商业险']",福田区,"['Java', 'iOS', '移动端', '移动开发']",114.066909,22.538574,深圳市我们的科技有限公司
10941,中级安卓开发工程师,3-5年,本科,全职,10k-20k,上市公司,移动互联网,3902573,物联网,2000人以上,"['绩效奖金', '年终分红', '股票期权', '专项奖金']",南山区,"['Android', '移动端']",113.954321,22.537693,深圳和而泰智能控制股份有限公司
29929,高级软件工程师-Android应用,5-10年,本科,全职,18k-30k,未融资,"数据服务,硬件",2698042,五险一金+餐补+补贴+绩效奖金,2000人以上,"['免费班车', '带薪年假', '行业黑马', '绩效奖金']",南山区,['移动端'],113.934837,22.560367,上海斐讯数据通信技术有限公司
252165,高级android工程师,3-5年,本科,全职,10k-15k,不需要融资,"移动互联网,社交网络",3528967,"上班自由,最新的技术,扁平化管理,广阔的前景",50-150人,[],福田区,"['媒体', '移动端', 'C++', 'iOS']",114.067402,22.537074,深圳前海稳新一科技有限公司
73758,中级Android开发工程师,1-3年,本科,全职,8k-15k,A轮,"移动互联网,硬件",3616026,"大牛云集,福利待遇全,行业前景好,环境优美",50-150人,"['股票期权', '绩效奖金', '扁平管理', '美女多']",宝安区,"['地图', 'C++', 'Java']",113.839073,22.607184,深圳市电陶思创科技有限公司
202070,Android开发工程师,1-3年,本科,全职,12k-22k,不需要融资,"金融,数据服务",4128701,"互联网金融,五险一金,年终奖金,免费零食",15-50人,"['专项奖金', '股票期权', '年终分红', '老板nice']",南山区,"['Java', 'iOS']",113.939444,22.522611,珠海市乐云付科技有限公司深圳分公司
1720,高级Android软件开发工程师,3-5年,本科,全职,15k-28k,上市公司,移动互联网,1802228,前景好、工作环境好、同事很Nice，待遇优,150-500人,"['股票期权', '骨干配车', '创业平台', '餐饮补助']",南山区,['移动端'],113.93870049,22.52482976,万兴科技股份有限公司
328442,Android开发工程师,3-5年,大专,全职,10k-20k,不需要融资,"电子商务,社交网络",4204395,"年终奖,发展空间大",15-50人,"['""""']",龙华新区,"['信息安全', '中级', 'iOS', '移动端']",114.045433,22.696645,深圳市前海网讯网络科技有限公司
139735,Android开发工程师,1-3年,本科,全职,6k-8k,未融资,"企业服务,数据服务",2848885,发展潜力大,15-50人,[],龙华新区,['移动端'],114.033073,22.622896,深圳佰利源科技有限公司
163067,Android初级工程师,1-3年,本科,全职,10k-15k,不需要融资,"移动互联网,数据服务",3887071,"五险一金,项目奖金,年底双薪,双休、旅游",15-50人,[],龙岗区,[],114.061672,22.606288,深圳市玛曲信息科技有限公司
174906,android开发工程师,1-3年,大专,全职,8k-13k,未融资,"移动互联网,企业服务",3981941,"五险一金,年终奖金",15-50人,"['绩效奖金', '带薪年假', '专项奖金']",南山区,"['中级', '初级', 'Java']",113.950781,22.555537,深圳互联心科技有限公司
267877,android系统开发工程师,3-5年,大专,全职,10k-15k,未融资,移动互联网,3850370,"福利好,晋升机会多,弹性工作,有项目奖",15-50人,[],龙华新区,"['云计算', '智能硬件', '移动互联网', '软件开发', 'Java']",114.030104,22.627453,深圳市佰特菲智能科技有限公司
106373,Android开发工程师,1-3年,本科,全职,8k-12k,不需要融资,"移动互联网,广告营销",4181286,"五险一金,周末双休,年底N薪,国外旅游",50-150人,"['节日礼物', '扁平管理', '领导好', '定期体检']",南山区,"['Java', '架构']",113.993578,22.99368,深圳市青木文化传播有限公司
218237,高级Android开发工程师,5-10年,本科,全职,15k-25k,未融资,其他,3935858,"团队友好,晋升空间,公司食堂",50-150人,[],罗湖区,"['支付', '电商', 'iOS', '移动端']",114.109621,22.56794,深圳市百利玛前海科技发展有限公司
121697,Android开发工程师,1-3年,本科,全职,16k-20k,不需要融资,其他,3541435,"五险一金,周末双休,丰厚年终奖,员工旅游",150-500人,"['定期体检', '丰厚年终奖', '旅游', '节日福利']",南山区,['Java'],113.958422,22.583677,深圳市富士智能系统有限公司
265745,安卓开发,3-5年,大专,全职,15k-25k,不需要融资,移动互联网,3647134,税后高薪,150-500人,[],龙华新区,"['高级', '中级', 'C++', 'Android', 'Java']",114.015684,22.653986,深圳市金鑫云端科技有限公司
213305,Android开发工程师,3-5年,大专,全职,5k-8k,未融资,企业服务,4211823,"软件开发,安卓,前端",15-50人,[],罗湖区,"['前端开发', 'Java', 'iOS']",114.13435,22.572751,深圳市友联金达软件开发有限公司
17409,Android开发工程师,3-5年,本科,全职,7k-14k,不需要融资,"移动互联网,数据服务",2883807,"五险一金,绩效奖金,带薪休假,氛围轻松",150-500人,"['股票期权', '专项奖金', '绩效奖金', '通讯津贴']",宝安区,['智能硬件'],0.0,0.0,深圳市赛亿科技开发有限公司
152661,Android工程师,1-3年,大专,全职,5K-10K,A轮,"移动互联网,生活服务",3165209,"岗位薪资,独立创新,团队经验,晋升等级",15-50人,"['领导好', '年度旅游', '创业公司']",南山区,"['Java', 'app', '架构']",113.930632,22.548833,深圳市品挚科技有限公司
331369,Android开发工程师,1-3年,本科,全职,10k-15k,天使轮,"移动互联网,生活服务",4204883,"周末双休,年终奖金,五险一金",15-50人,"['""""']",南山区,[],113.992907,22.589379,深圳市盈频家佳修信息技术有限责任公司
252612,iOS/Android开发工程师,3-5年,本科,全职,10k-20k,不需要融资,硬件,4189692,"福利待遇好,国际化团队",150-500人,[],南山区,"['硬件制造', '嵌入式', '移动开发']",113.994195,22.591865,万魔声学科技有限公司
338262,初中级Android开发工程师,1-3年,大专,全职,7k-12k,不需要融资,"移动互联网,企业服务",4243876,"项目提成,加班费,带薪年假,双休",15-50人,"['年底双薪', '专项奖金', '绩效奖金', '年度旅游']",宝安区,"['旅游', 'Java', '移动端']",113.859381,22.57877,深圳市千蜂科技有限公司
5794,Android系统软件工程师,3-5年,本科,全职,15k-30k,未融资,电子商务,2586230,"五险一金,带薪年假",500-2000人,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",福田区,"['资深', '高级', '软件开发']",113.993578,22.99368,深圳市万普拉斯科技有限公司
323526,android高级工程师,1-3年,本科,全职,10k-20k,未融资,移动互联网,4241794,"期权激励,五险一金,优秀团队",少于15人,"['""""']",南山区,"['C++', 'Java']",113.930476,22.533013,深圳市践一科技有限公司
106390,Android开发工程师,3-5年,本科,全职,12k-20k,不需要融资,其他,4147138,"五险一金,绩效奖金,弹性工作制,年终奖金",2000人以上,"['节日礼物', '免费班车', '带薪年假', '绩效奖金']",宝安区,"['移动互联网', 'C++', 'Java']",113.780717,22.68044,跨越速运集团有限公司
136005,android软件工程师,1-3年,本科,全职,10k-20k,不需要融资,金融,3093041,"招商系,餐费补贴,通讯补贴,交通补贴",50-150人,[],南山区,"['Java', 'iOS', '移动端']",113.954044,22.54165,深圳市招银前海金融资产交易中心有限公司
195471,Android开发工程师(手机游戏方向),1-3年,本科,全职,8k-16k,未融资,游戏,4231453,"五险一金,定期体检,年度旅游,周末双休",15-50人,[],南山区,"['iOS', '游戏开发', 'Java', '手游开发']",113.92487,22.510971,深圳乐言科技有限公司
43613,高级android开发工程师,1-3年,本科,全职,15k-25k,上市公司,"移动互联网,电子商务",4232411,朝阳行业,2000人以上,"['扁平管理', '五险一金', '带薪年假', '年终奖']",南山区,"['智能硬件', 'Java', '系统分析']",113.945481,22.552853,广东乐心医疗电子股份有限公司
37183,Android开发工程师,3-5年,大专,全职,10k-20k,B轮,移动互联网,2089875,期权奖励、职位发展前景大,50-150人,"['节日礼物', '股票期权', '带薪年假', '有健身房']",南山区,['移动端'],113.953107,22.533834,杭州传信网络科技有限公司
74793,Android,1-3年,本科,全职,8k-14k,不需要融资,"移动互联网,O2O",1557429,双休，工作氛围融洽，大牛带队，福利丰厚,15-50人,"['带薪年假', '绩效奖金', '扁平管理', '领导好']",南山区,['移动端'],113.930542,22.568602,深圳市柠檬智慧互联网咨询有限公司
